mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.020884609222412108,9.007801000754936e-05,0.011165523529052734,7.260158528947927e-05,48,0.78,rbf,"{'C': 48, 'gamma': 0.78, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9130434782608695,0.9083229813664595,0.02315562604704291,8367
0.020937108993530275,9.390309978794368e-05,0.011212301254272462,8.33593185562816e-05,48,0.79,rbf,"{'C': 48, 'gamma': 0.79, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9130434782608695,0.9083229813664595,0.02315562604704291,8367
0.0210235595703125,0.00012676116539257008,0.011211729049682618,8.902392669501636e-05,48,0.8,rbf,"{'C': 48, 'gamma': 0.8, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9130434782608695,0.9083229813664595,0.02315562604704291,8367
0.02112421989440918,0.0003203485080972198,0.011219263076782227,6.732342912328399e-05,48,0.81,rbf,"{'C': 48, 'gamma': 0.81, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9130434782608695,0.9083229813664595,0.02315562604704291,8367
0.020899200439453126,5.3249838254571114e-05,0.011231422424316406,0.00010022568075169975,48,0.82,rbf,"{'C': 48, 'gamma': 0.82, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9130434782608695,0.9083229813664595,0.02315562604704291,8367
0.02090034484863281,0.00010169658902552295,0.011211299896240234,6.201461109180122e-05,48,0.83,rbf,"{'C': 48, 'gamma': 0.83, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9130434782608695,0.9083229813664595,0.02315562604704291,8367
0.020941686630249024,0.00011726349689120888,0.011208391189575196,8.333984097706392e-05,48,0.84,rbf,"{'C': 48, 'gamma': 0.84, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9130434782608695,0.9083229813664595,0.02315562604704291,8367
0.020967817306518553,8.306245985983876e-05,0.011185932159423827,5.021898996886706e-05,48,0.85,rbf,"{'C': 48, 'gamma': 0.85, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9130434782608695,0.9083229813664595,0.02315562604704291,8367
0.020973682403564453,0.0001262322246842586,0.011245822906494141,5.310146458490787e-05,48,0.86,rbf,"{'C': 48, 'gamma': 0.86, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.927536231884058,0.9112215320910971,0.024436746965002653,7667
0.020882511138916017,0.00011562938291226491,0.011241579055786132,4.371288752885538e-05,48,0.87,rbf,"{'C': 48, 'gamma': 0.87, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.927536231884058,0.9112215320910971,0.024436746965002653,7667
0.02091970443725586,8.22299561570422e-05,0.0112457275390625,3.9672736938017536e-05,48,0.88,rbf,"{'C': 48, 'gamma': 0.88, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.927536231884058,0.9112215320910971,0.024436746965002653,7667
0.020935249328613282,0.00012756141747633466,0.011296224594116212,4.986070722398323e-05,48,0.89,rbf,"{'C': 48, 'gamma': 0.89, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9420289855072463,0.9141200828157349,0.026932117578441935,6492
0.020943546295166017,0.00016459549817948182,0.01124105453491211,7.752829646498346e-05,48,0.9,rbf,"{'C': 48, 'gamma': 0.9, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9,0.9428571428571428,0.9420289855072463,0.911262939958592,0.02751446079683867,7565
0.020920419692993165,0.00011931506232755857,0.011277437210083008,5.609437422526255e-05,48,0.91,rbf,"{'C': 48, 'gamma': 0.91, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9,0.9428571428571428,0.9420289855072463,0.911262939958592,0.02751446079683867,7565
0.021009254455566406,0.0001692850755816443,0.011435794830322265,0.00016028506400719616,48,0.92,rbf,"{'C': 48, 'gamma': 0.92, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9,0.9428571428571428,0.9420289855072463,0.911262939958592,0.02751446079683867,7565
0.021045207977294922,0.0001199865749557505,0.011264896392822266,7.328486068663736e-05,48,0.93,rbf,"{'C': 48, 'gamma': 0.93, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9,0.9428571428571428,0.9565217391304348,0.9141614906832297,0.031128858401691165,6400
0.020922327041625978,0.00018976031720583018,0.011256742477416991,7.655581593302868e-05,48,0.94,rbf,"{'C': 48, 'gamma': 0.94, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9,0.9428571428571428,0.9565217391304348,0.9141614906832297,0.031128858401691165,6400
0.020924139022827148,0.00011436563240711166,0.011276626586914062,7.479713322583884e-05,48,0.95,rbf,"{'C': 48, 'gamma': 0.95, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9,0.9428571428571428,0.9565217391304348,0.9141614906832297,0.031128858401691165,6400
0.02091989517211914,0.00012094705453846753,0.011281204223632813,6.16141882381798e-05,48,0.96,rbf,"{'C': 48, 'gamma': 0.96, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9,0.9428571428571428,0.9420289855072463,0.911262939958592,0.02751446079683867,7565
0.020924854278564452,0.00013620404164780883,0.011316728591918946,8.496957189878922e-05,48,0.97,rbf,"{'C': 48, 'gamma': 0.97, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9,0.9428571428571428,0.9420289855072463,0.911262939958592,0.02751446079683867,7565
0.020995903015136718,9.689706509742478e-05,0.011289548873901368,7.889708483495287e-05,48,0.98,rbf,"{'C': 48, 'gamma': 0.98, 'kernel': 'rbf'}",0.9,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9420289855072463,0.9141200828157349,0.026932117578441935,6492
