,train_size,models,train_scores_fold1,train_scores_fold2,train_scores_fold3,train_scores_fold4,train_scores_fold5,test_scores_fold1,test_scores_fold2,test_scores_fold3,test_scores_fold4,test_scores_fold5,fit_times_fold1,fit_times_fold2,fit_times_fold3,fit_times_fold4,fit_times_fold5
15,167,lr,0.9760479041916168,0.9700598802395209,0.9760479041916168,0.9760479041916168,0.9760479041916168,0.8428571428571429,0.8714285714285714,0.9,0.9285714285714286,0.9420289855072463,0.04129672050476074,0.035259246826171875,0.03593635559082031,0.037656307220458984,0.05297684669494629
16,195,lr,0.9794871794871794,0.9743589743589743,0.9794871794871794,0.9743589743589743,0.9743589743589743,0.8571428571428571,0.9,0.9285714285714286,0.9571428571428572,0.9130434782608695,0.03784584999084473,0.039565324783325195,0.03761148452758789,0.039223432540893555,0.04015016555786133
17,223,lr,0.9820627802690582,0.9820627802690582,0.9820627802690582,0.9775784753363229,0.9775784753363229,0.8857142857142857,0.9142857142857143,0.9285714285714286,0.9714285714285714,0.927536231884058,0.04132986068725586,0.04221987724304199,0.041745901107788086,0.041466712951660156,0.04160284996032715
18,251,lr,0.9840637450199203,0.9840637450199203,0.9840637450199203,0.9840637450199203,0.9800796812749004,0.8857142857142857,0.9285714285714286,0.9428571428571428,0.9571428571428572,0.9130434782608695,0.04454183578491211,0.04500842094421387,0.048187255859375,0.04492807388305664,0.04714393615722656
19,279,lr,0.982078853046595,0.982078853046595,0.985663082437276,0.982078853046595,0.978494623655914,0.9142857142857143,0.9571428571428572,0.9714285714285714,0.9428571428571428,0.9420289855072463,0.046483516693115234,0.053475141525268555,0.04900622367858887,0.04993152618408203,0.0524139404296875
20,27,mlp,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.8428571428571429,0.7857142857142857,0.8714285714285714,0.7571428571428571,0.8405797101449275,0.018721342086791992,0.01394033432006836,0.01418161392211914,0.01395559310913086,0.013493537902832031
21,55,mlp,0.9818181818181818,0.9636363636363636,0.9636363636363636,0.9636363636363636,0.9636363636363636,0.8714285714285714,0.8,0.8571428571428571,0.8,0.8405797101449275,0.01715826988220215,0.014835357666015625,0.01453852653503418,0.014539718627929688,0.014638423919677734
22,83,mlp,0.9759036144578314,0.963855421686747,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.8428571428571429,0.8571428571428571,0.8857142857142857,0.9,0.855072463768116,0.018444061279296875,0.016198158264160156,0.01596856117248535,0.015951156616210938,0.015920400619506836
23,111,mlp,0.972972972972973,0.963963963963964,0.972972972972973,0.972972972972973,0.972972972972973,0.9142857142857143,0.8714285714285714,0.9,0.8857142857142857,0.8840579710144928,0.018133163452148438,0.018364429473876953,0.01781749725341797,0.018643856048583984,0.020999431610107422
24,139,mlp,0.9712230215827338,0.9640287769784173,0.9928057553956835,0.9928057553956835,0.9928057553956835,0.9,0.8857142857142857,0.9142857142857143,0.9571428571428572,0.9420289855072463,0.02453303337097168,0.020168304443359375,0.020537614822387695,0.02147650718688965,0.02017951011657715
25,167,mlp,0.9760479041916168,0.9700598802395209,0.9820359281437125,0.9760479041916168,0.9760479041916168,0.8714285714285714,0.8285714285714286,0.9142857142857143,0.9428571428571428,0.8985507246376812,0.02299046516418457,0.023405075073242188,0.024266719818115234,0.02331256866455078,0.02335190773010254
26,195,mlp,0.9794871794871794,0.9743589743589743,0.9846153846153847,0.9743589743589743,0.9743589743589743,0.8714285714285714,0.9285714285714286,0.9428571428571428,0.9571428571428572,0.9130434782608695,0.02661752700805664,0.02648782730102539,0.026566028594970703,0.026695966720581055,0.026765823364257812
27,223,mlp,0.9865470852017937,0.9775784753363229,0.9865470852017937,1.0,1.0,0.9,0.9285714285714286,0.9428571428571428,0.9857142857142858,0.927536231884058,0.030527114868164062,0.03199052810668945,0.03076934814453125,0.030597686767578125,0.030167341232299805
28,251,mlp,0.9880478087649402,0.9800796812749004,0.9840637450199203,1.0,0.9920318725099602,0.9,0.9285714285714286,0.9428571428571428,0.9714285714285714,0.9565217391304348,0.03560996055603027,0.03464841842651367,0.03509402275085449,0.034972190856933594,0.03506970405578613
29,279,mlp,0.989247311827957,0.982078853046595,0.985663082437276,0.989247311827957,0.982078853046595,0.9142857142857143,0.9571428571428572,0.9714285714285714,0.9714285714285714,0.9855072463768116,0.039362192153930664,0.03866171836853027,0.03863167762756348,0.03899025917053223,0.04109764099121094
