mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.006051969528198242,0.0005592893421466113,0.0,0.0,0,0.0,rbf,"{'C': 0, 'gamma': 0.0, 'kernel': 'rbf'}",,,,,,,,10000
0.005192327499389649,0.00018733453073287932,0.0,0.0,0,0.01,rbf,"{'C': 0, 'gamma': 0.01, 'kernel': 'rbf'}",,,,,,,,9924
0.005080080032348633,8.67805113304584e-05,0.0,0.0,0,0.02,rbf,"{'C': 0, 'gamma': 0.02, 'kernel': 'rbf'}",,,,,,,,9925
0.005117559432983398,9.461638833437703e-05,0.0,0.0,0,0.03,rbf,"{'C': 0, 'gamma': 0.03, 'kernel': 'rbf'}",,,,,,,,9922
0.005027675628662109,2.9718318804688946e-05,0.0,0.0,0,0.04,rbf,"{'C': 0, 'gamma': 0.04, 'kernel': 'rbf'}",,,,,,,,9927
0.005004453659057617,2.468681342817482e-05,0.0,0.0,0,0.05,rbf,"{'C': 0, 'gamma': 0.05, 'kernel': 'rbf'}",,,,,,,,9928
0.00507650375366211,0.00016619992074056892,0.0,0.0,0,0.06,rbf,"{'C': 0, 'gamma': 0.06, 'kernel': 'rbf'}",,,,,,,,9929
0.004975700378417968,2.2597553910344747e-05,0.0,0.0,0,0.07,rbf,"{'C': 0, 'gamma': 0.07, 'kernel': 'rbf'}",,,,,,,,9930
0.004972505569458008,2.3860637897787362e-05,0.0,0.0,0,0.08,rbf,"{'C': 0, 'gamma': 0.08, 'kernel': 'rbf'}",,,,,,,,9931
0.004955911636352539,1.3413964059842868e-05,0.0,0.0,0,0.09,rbf,"{'C': 0, 'gamma': 0.09, 'kernel': 'rbf'}",,,,,,,,9932
0.004963302612304687,3.7273174492471376e-05,0.0,0.0,0,0.1,rbf,"{'C': 0, 'gamma': 0.1, 'kernel': 'rbf'}",,,,,,,,9933
0.00505518913269043,8.89718594454931e-05,0.0,0.0,0,0.11,rbf,"{'C': 0, 'gamma': 0.11, 'kernel': 'rbf'}",,,,,,,,9934
0.005348968505859375,0.00041711076322481,0.0,0.0,0,0.12,rbf,"{'C': 0, 'gamma': 0.12, 'kernel': 'rbf'}",,,,,,,,9935
0.006777334213256836,0.0034453429606095642,0.0,0.0,0,0.13,rbf,"{'C': 0, 'gamma': 0.13, 'kernel': 'rbf'}",,,,,,,,9936
